,Instrument,Name,RIC_XMUN,Ticker_XMUN,RIC_main,Ticker_main,Exchange_main,Cap,Sector
1565,US53635D2027,Liquidia Corp,LT4.GTX,LT4,LQDA.OQ,LQDA,NASDAQ CAPITAL MARKET,0.33918951072,Healthcare
1566,US01345P1066,Albireo Pharma Inc,BDQM.GTX,BDQM,ALBO.OQ,ALBO,NASDAQ CAPITAL MARKET,0.37793304843,Healthcare
1567,US4834971032,Kalvista Pharmaceuticals Inc,4XC1.GTX,4XC1,KALV.OQ,KALV,NASDAQ/NMS (GLOBAL MARKET),0.33680169487,Healthcare
1568,US0465131078,Atara Biotherapeutics Inc,AT2.GTX,AT2,ATRA.OQ,ATRA,NASDAQ/NGS (GLOBAL SELECT MARKET),0.3217755112,Healthcare
1569,US01438T1060,Aldeyra Therapeutics Inc,137.GTX,137,ALDX.OQ,ALDX,NASDAQ CAPITAL MARKET,0.33652437932,Healthcare
1570,US0464331083,Astronics Corp,ATRO.GTX,AC1,ATRO.OQ,ATRO,NASDAQ/NGS (GLOBAL SELECT MARKET),0.3300406946,Industrials
1571,US09075P1057,BioXcel Therapeutics Inc,BX2.GTX,BX2,BTAI.OQ,BTAI,NASDAQ CAPITAL MARKET,0.33486845675,Healthcare
1572,US05988J1034,Bandwidth Inc,5XB.GTX,5XB,BAND.OQ,BAND,NASDAQ/NGS (GLOBAL SELECT MARKET),0.31351551924,Technology
1573,US7813863054,RumbleOn Inc,4Q01.GTX,4Q01,RMBL.OQ,RMBL,NASDAQ CAPITAL MARKET,0.296057165,Technology
1574,US00109K1051,AFC Gamma Inc,0FG.GTX,0FG,AFCG.OQ,AFCG,NASDAQ/NMS (GLOBAL MARKET),0.33222219856,Real Estate
1575,US98262P1012,WW International Inc,WW6.GTX,WW6,WW.OQ,WW,NASDAQ/NGS (GLOBAL SELECT MARKET),0.3103929549,Consumer Non-Cyclicals
1576,US48563L1017,Karat Packaging Inc,0WJ.GTX,0WJ,KRT.OQ,KRT,NASDAQ/NGS (GLOBAL SELECT MARKET),0.32348777961,Basic Materials
1577,US29382R1077,Entravision Communications Corp,EVC.GTX,EV9,EVC.N,EVC,"NEW YORK STOCK EXCHANGE, INC.",0.3288301764,Consumer Cyclicals
1578,US75321W1036,Ranpak Holdings Corp,0ZA.GTX,0ZA,PACK.N,PACK,"NEW YORK STOCK EXCHANGE, INC.",0.3196973754,Basic Materials
1579,CA7319164090,Polymet Mining Corp,PB3A.GTX,PB3A,POM.TO,POM,TORONTO STOCK EXCHANGE,0.430972556958122,Basic Materials
1580,US1251411013,CECO Environmental Corp,CECE.GTX,WCE,CECE.OQ,CECE,NASDAQ/NGS (GLOBAL SELECT MARKET),0.32222260272,Industrials
1581,US3765351008,Gladstone Capital Corp,1G7.GTX,1G7,GLAD.OQ,GLAD,NASDAQ/NGS (GLOBAL SELECT MARKET),0.31800151917,Financials
1582,US82536T1079,Shotspotter Inc,918.GTX,918,SSTI.OQ,SSTI,NASDAQ CAPITAL MARKET,0.31591824823,Technology
1583,US0773472016,Bel Fuse Inc,BF2A.GTX,BF2A,BELFA.OQ,BELFA,NASDAQ/NGS (GLOBAL SELECT MARKET),0.32056591415,Technology
1584,US04684M1062,Athena Consumer Acquisition Corp,V8D.GTX,V8D,ACAQ.N,ACAQ,"NEW YORK STOCK EXCHANGE, INC.",0.3227055,Financials
1585,US14713L1026,Casa Systems Inc,6CS.GTX,6CS,CASA.OQ,CASA,NASDAQ/NGS (GLOBAL SELECT MARKET),0.31628164385,Technology
1586,US84920Y1064,Sportsmans Warehouse Holdings Inc,06S.GTX,06S,SPWH.OQ,SPWH,NASDAQ/NGS (GLOBAL SELECT MARKET),0.318717928,Consumer Cyclicals
1587,US23257D1037,Cymabay Therapeutics Inc,C0I.GTX,C0I,CBAY.OQ,CBAY,NASDAQ/NGS (GLOBAL SELECT MARKET),0.29975990406,Healthcare
1588,US68404V1008,OptiNose Inc,0OP.GTX,0OP,OPTN.OQ,OPTN,NASDAQ/NGS (GLOBAL SELECT MARKET),0.30562843968,Healthcare
1589,US5860011098,Membership Collective Group Inc,75Z.GTX,75Z,MCG.N,MCG,"NEW YORK STOCK EXCHANGE, INC.",0.2938481736,Technology
1590,US02083G1004,Alpine Immune Sciences Inc,34LA.GTX,34LA,ALPN.OQ,ALPN,NASDAQ/NMS (GLOBAL MARKET),0.212299234,Healthcare
1591,US3994732069,Groupon Inc,G5NA.GTX,G5NA,GRPN.OQ,GRPN,NASDAQ/NGS (GLOBAL SELECT MARKET),0.28881776646,Consumer Cyclicals
1592,US5635714059,Manitowoc Company Inc,MNGN.GTX,MNGN,MTW.N,MTW,"NEW YORK STOCK EXCHANGE, INC.",0.29866306233,Industrials
1593,US0215131063,Alto Ingredients Inc,FPRG.GTX,FPR,ALTO.OQ,ALTO,NASDAQ CAPITAL MARKET,0.30562393192,Energy
1594,CA03879J1003,Arbutus Biopharma Corp,I9DN.GTX,I9DN,ABUS.OQ,ABUS,NASDAQ/NGS (GLOBAL SELECT MARKET),0.29390318776,Healthcare
1595,US75025X1000,Radiant Logistics Inc,3GT.GTX,3GT,RLGT.A,RLGT,NYSE MKT LLC,0.28882524168,Industrials
1596,US25525P1075,Diversified Healthcare Trust,SNFG.GTX,SNF,DHC.OQ,DHC,NASDAQ/NGS (GLOBAL SELECT MARKET),0.29651313504,Real Estate
1597,US4834671061,Kaltura Inc,73Q.GTX,73Q,KLTR.OQ,KLTR,NASDAQ/NGS (GLOBAL SELECT MARKET),0.30050609959,Technology
1598,US98888T1079,ZimVie Inc,O23.GTX,O23,ZIMV.OQ,ZIMV,NASDAQ/NGS (GLOBAL SELECT MARKET),0.2827510478,Healthcare
1599,US0953061068,Blue Bird Corp,4RB.GTX,4RB,BLBD.OQ,BLBD,NASDAQ/NMS (GLOBAL MARKET),0.28342046235,Industrials
1600,US45170X2053,Identiv Inc,INVN.GTX,INVN,INVE.OQ,INVE,NASDAQ CAPITAL MARKET,0.28641042825,Technology
1601,US36472T1097,Gannett Co Inc,2N2A.GTX,2N2A,GCI.N,GCI,"NEW YORK STOCK EXCHANGE, INC.",0.29188827873,Consumer Cyclicals
1602,US68403P2039,Oramed Pharmaceuticals Inc,OJU1.GTX,OJU1,ORMP.OQ,ORMP,NASDAQ CAPITAL MARKET,0.26945994214,Healthcare
1603,US73757R1023,Postal Realty Trust Inc,2WP.GTX,2WP,PSTL.N,PSTL,"NEW YORK STOCK EXCHANGE, INC.",0.2789884053,Real Estate
1604,US8693671021,Sutro Biopharma Inc,S09.GTX,S09,STRO.OQ,STRO,NASDAQ/NMS (GLOBAL MARKET),0.27280438873,Healthcare
1605,US73730P1084,Poseida Therapeutics Inc,2RZ.GTX,2RZ,PSTX.OQ,PSTX,NASDAQ/NGS (GLOBAL SELECT MARKET),0.26676207557,Healthcare
1606,US76680V1089,Ring Energy Inc,KWE1.GTX,KWE1,REI.A,REI,NYSE MKT LLC,0.26703105612,Energy
1607,US63888U1088,Natural Grocers By Vitamin Cottage Inc,N2V.GTX,N2V,NGVC.N,NGVC,"NEW YORK STOCK EXCHANGE, INC.",0.2713603802,Consumer Cyclicals
1608,US9855101062,Yellow Corp,YEL.GTX,YEL,YELL.OQ,YELL,NASDAQ/NGS (GLOBAL SELECT MARKET),0.2684616324,Industrials
1609,IE00BF2HDL56,RVL Pharmaceuticals PLC,O1P.GTX,O1P,RVLP.OQ,RVLP,NASDAQ/NGS (GLOBAL SELECT MARKET),0.25679838345,Healthcare
1610,US23331S1006,DHI Group Inc,32D.GTX,32D,DHX.N,DHX,"NEW YORK STOCK EXCHANGE, INC.",0.26578914064,Industrials
1611,US68554V1089,OraSure Technologies Inc,OSUR.GTX,EP3,OSUR.OQ,OSUR,NASDAQ/NGS (GLOBAL SELECT MARKET),0.26070240745,Healthcare
1612,US69012T2069,Outlook Therapeutics Inc,41ON.GTX,41ON,OTLK.OQ,OTLK,NASDAQ CAPITAL MARKET,0.2713735608,Healthcare
1613,CA91688R1082,Ur-Energy Inc,URE.GTX,U9T,URE.TO,URE,TORONTO STOCK EXCHANGE,0.348171155929305,Energy
1614,US10921T1016,Brightcove Inc,2BV.GTX,2BV,BCOV.OQ,BCOV,NASDAQ/NGS (GLOBAL SELECT MARKET),0.272336766,Technology
1615,US6780261052,Oil States International Inc,OIS.GTX,OI2,OIS.N,OIS,"NEW YORK STOCK EXCHANGE, INC.",0.2677365167,Energy
1616,US0925331086,BlackRock Capital Investment Corp,8BK.GTX,8BK,BKCC.OQ,BKCC,NASDAQ/NGS (GLOBAL SELECT MARKET),0.26643502704,Financials
1617,US0535883070,Aveo Pharmaceuticals Inc,VPA1.GTX,VPA1,AVEO.OQ,AVEO,NASDAQ CAPITAL MARKET,0.28141412892,Healthcare
1618,US98985X1000,Zymergen Inc,732.GTX,732,ZY.OQ,ZY,NASDAQ/NGS (GLOBAL SELECT MARKET),0.27236742696,Basic Materials
1619,US08862L1035,Beyond Air Inc,48L.GTX,48L,XAIR.OQ,XAIR,NASDAQ CAPITAL MARKET,0.25135811364,Healthcare
1620,US91544A1097,Upland Software Inc,16U.GTX,16U,UPLD.OQ,UPLD,NASDAQ/NMS (GLOBAL MARKET),0.26128550728,Technology
1621,US91851C2017,VAALCO Energy Inc,EGY.GTX,VAW,EGY.N,EGY,"NEW YORK STOCK EXCHANGE, INC.",0.2752021024,Energy
1622,US92556D1063,Via Renewables Inc,SLE0.GTX,SLE0,VIA.OQ,VIA,NASDAQ/NGS (GLOBAL SELECT MARKET),0.25781733754,Utilities
1623,US00032Q1040,Aadi Bioscience Inc,3350G.GTX,3350,AADI.OQ,AADI,NASDAQ CAPITAL MARKET,0.25829687757,Healthcare
1624,US75508B1044,Rayonier Advanced Materials Inc,RYQ.GTX,RYQ,RYAM.N,RYAM,"NEW YORK STOCK EXCHANGE, INC.",0.26484061482,Basic Materials
1625,US03212B1035,Amplify Energy Corp,2OQ.GTX,2OQ,AMPY.N,AMPY,"NEW YORK STOCK EXCHANGE, INC.",0.25294048374,Energy
1626,CA04016A1012,Argonaut Gold Inc,A8U.GTX,A8U,AR.TO,AR,TORONTO STOCK EXCHANGE,0.3518894545,Basic Materials
1627,US71639T1060,PetIQ Inc,39L.GTX,39L,PETQ.OQ,PETQ,NASDAQ/NGS (GLOBAL SELECT MARKET),0.24893985968,Healthcare
1628,US00770K2024,Aemetis Inc,DW51.GTX,DW51,AMTX.OQ,AMTX,NASDAQ/NMS (GLOBAL MARKET),0.23897687037,Energy
1629,US30233G2093,EyePoint Pharmaceuticals Inc,PV3B.GTX,PV3B,EYPT.OQ,EYPT,NASDAQ/NMS (GLOBAL MARKET),0.24633982977,Healthcare
1630,US81684M1045,Semler Scientific Inc,6FA.GTX,6FA,SMLR.OQ,SMLR,NASDAQ CAPITAL MARKET,0.25277737275,Healthcare
1631,US80405P1075,Satsuma Pharmaceuticals Inc,1LV.GTX,1LV,STSA.OQ,STSA,NASDAQ/NMS (GLOBAL MARKET),0.25112056935,Healthcare
1632,US08915P1012,Big 5 Sporting Goods Corp,BGFV.GTX,BG3,BGFV.OQ,BGFV,NASDAQ/NGS (GLOBAL SELECT MARKET),0.2432662223,Consumer Cyclicals
1633,US6821431029,Omeros Corp,OMER.GTX,3O8,OMER.OQ,OMER,NASDAQ/NMS (GLOBAL MARKET),0.24151055775,Healthcare
1634,US29103W1045,Emerald Holding Inc,EM7.GTX,EM7,EEX.N,EEX,"NEW YORK STOCK EXCHANGE, INC.",0.23637592998,Industrials
1635,US8162121045,Selecta Biosciences Inc,1S7.GTX,1S7,SELB.OQ,SELB,NASDAQ/NMS (GLOBAL MARKET),0.23823260916,Healthcare
1636,US6294452064,NVE Corp,NVEC.GTX,NVK,NVEC.OQ,NVEC,NASDAQ CAPITAL MARKET,0.2347781436,Technology
1637,US45782B1044,Inseego Corp,INOG.GTX,INO,INSG.OQ,INSG,NASDAQ/NGS (GLOBAL SELECT MARKET),0.2314805412,Technology
1638,US92915B1061,Voyager Therapeutics Inc,VT6.GTX,VT6,VYGR.OQ,VYGR,NASDAQ/NGS (GLOBAL SELECT MARKET),0.22956669648,Healthcare
1639,US92347M1009,Veritone Inc,VEKG.GTX,VEK,VERI.OQ,VERI,NASDAQ/NMS (GLOBAL MARKET),0.21030663702,Technology
1640,US91705J1051,Urban One Inc,UA1.GTX,UA1,UONE.OQ,UONE,NASDAQ CAPITAL MARKET,0.22558506734,Consumer Cyclicals
1641,US91705J2042,Urban One Inc,UA1N.GTX,UA1N,UONEK.OQ,UONEK,NASDAQ CAPITAL MARKET,0.22558506734,Consumer Cyclicals
1642,US2536511031,Diebold Nixdorf Inc,DBD.GTX,DBD,DBD.N,DBD,"NEW YORK STOCK EXCHANGE, INC.",0.21979244896,Technology
1643,US88338K1034,One Group Hospitality Inc,XZ9.GTX,XZ9,STKS.OQ,STKS,NASDAQ CAPITAL MARKET,0.22364839685,Consumer Cyclicals
1644,US92259F1012,Velodyne Lidar Inc,808.GTX,808,VLDR.OQ,VLDR,NASDAQ/NGS (GLOBAL SELECT MARKET),0.219717302,Technology
1645,US23131L1070,CURO Group Holdings Corp,CGEG.GTX,CGE,CURO.N,CURO,"NEW YORK STOCK EXCHANGE, INC.",0.2145302359,Financials
1646,US81728J1097,Sensus Healthcare Inc,5TX.GTX,5TX,SRTS.OQ,SRTS,NASDAQ CAPITAL MARKET,0.2182084095,Healthcare
1647,CA6544841043,NioCorp Developments Ltd,BR3.GTX,BR3,NB.TO,NB,TORONTO STOCK EXCHANGE,0.294861026158678,Basic Materials
1648,US7332451043,Porch Group Inc,32RD.GTX,32RD,PRCH.OQ,PRCH,NASDAQ CAPITAL MARKET,0.20351170152,Technology
1649,US92686J1060,Viking Therapeutics Inc,1VT.GTX,1VT,VKTX.OQ,VKTX,NASDAQ CAPITAL MARKET,0.2185621623,Healthcare
1650,CA31447P1009,Fennec Pharmaceuticals Inc,RV41.GTX,RV41,FENC.OQ,FENC,NASDAQ CAPITAL MARKET,0.20932028249,Healthcare
1651,US98423B1089,Xos Inc,9KR.GTX,9KR,XOS.OQ,XOS,NASDAQ/NMS (GLOBAL MARKET),0.21425878062,Consumer Cyclicals
1652,US46655E1001,Dakota Gold Corp,RR6G.GTX,RR6,DC.A,DC,NYSE MKT LLC,0.21435869268,Basic Materials
1653,US03783T1034,AppHarvest Inc,829.GTX,829,APPH.OQ,APPH,NASDAQ/NGS (GLOBAL SELECT MARKET),0.2086000692,Consumer Non-Cyclicals
1654,US98422E1038,Xeris Biopharma Holdings Inc,2B30.GTX,2B30,XERS.OQ,XERS,NASDAQ/NGS (GLOBAL SELECT MARKET),0.2120933568,Healthcare
1655,US34988V1061,Fossil Group Inc,FOSL.GTX,FSL,FOSL.OQ,FOSL,NASDAQ/NGS (GLOBAL SELECT MARKET),0.20603253662,Consumer Cyclicals
1656,US65540B1052,Noodles & Co,NOO.GTX,NO3,NDLS.OQ,NDLS,NASDAQ/NGS (GLOBAL SELECT MARKET),0.2106829008,Consumer Cyclicals
1657,US30322L1017,F45 Training Holdings Inc,4OP.GTX,4OP,FXLV.N,FXLV,"NEW YORK STOCK EXCHANGE, INC.",0.21517586214,Consumer Cyclicals
1658,US0843101017,Berkeley Lights Inc,64B.GTX,64B,BLI.OQ,BLI,NASDAQ/NGS (GLOBAL SELECT MARKET),0.204851778,Healthcare
1659,US8808811074,Terns Pharmaceuticals Inc,430.GTX,430,TERN.OQ,TERN,NASDAQ/NGS (GLOBAL SELECT MARKET),0.18393162381,Healthcare
1660,US37229T3014,Genius Brands International Inc,4XV.GTX,4XV,GNUS.OQ,GNUS,NASDAQ CAPITAL MARKET,0.2064248899812,Consumer Cyclicals
1661,US39868T1051,Gritstone bio Inc,2JQ.GTX,2JQ,GRTS.OQ,GRTS,NASDAQ/NGS (GLOBAL SELECT MARKET),0.19857882784,Healthcare
1662,US7665596034,Rigel Pharmaceuticals Inc,RIGLD.GTX,RI2A,RIGL.OQ,RIGL,NASDAQ/NGS (GLOBAL SELECT MARKET),0.20049014976,Healthcare
1663,US4884452065,KemPharm Inc,1GDA.GTX,1GDA,KMPH.OQ,KMPH,NASDAQ/NGS (GLOBAL SELECT MARKET),0.2052371223,Healthcare
1665,US62526P1093,Mullen Automotive Inc,1N5.GTX,1N5,MULN.OQ,MULN,NASDAQ CAPITAL MARKET,0.1869620039751,Industrials
1666,US1200761047,Build-A-Bear Workshop Inc,FPW.GTX,FPW,BBW.N,BBW,"NEW YORK STOCK EXCHANGE, INC.",0.2002092885,Consumer Cyclicals
1667,US7021491052,Party City Holdco Inc,5PY.GTX,5PY,PRTY.N,PRTY,"NEW YORK STOCK EXCHANGE, INC.",0.2033926776,Consumer Cyclicals
1668,US0043971052,Accuray Inc,ARAY.GTX,XEJ,ARAY.OQ,ARAY,NASDAQ/NGS (GLOBAL SELECT MARKET),0.199153935,Healthcare
1669,US5314651028,Liberty Tripadvisor Holdings Inc,LT0Aa.GTX,LT0A,LTRPA.OQ,LTRPA,NASDAQ/NGS (GLOBAL SELECT MARKET),0.179838282,Technology
1670,US92337C1045,Verastem Inc,2VS.GTX,2VS,VSTM.OQ,VSTM,NASDAQ/NMS (GLOBAL MARKET),0.18968564368,Healthcare
1671,US98419J2069,XOMA Corp,X0M1.GTX,X0M1,XOMA.OQ,XOMA,NASDAQ/NMS (GLOBAL MARKET),0.18527431614,Healthcare
1672,US45166V1061,Ideanomics Inc,0V5.GTX,0V5,IDEX.OQ,IDEX,NASDAQ CAPITAL MARKET,0.183447997516,Technology
1673,US3773201062,Glatfelter Corp,GLN1.GTX,GLN,GLT.N,GLT,"NEW YORK STOCK EXCHANGE, INC.",0.19656186368,Basic Materials
1674,CA91822J1030,VBI Vaccines Inc,LO91.GTX,LO91,VBIV.OQ,VBIV,NASDAQ CAPITAL MARKET,0.1892252658538,Healthcare
1675,US2082421072,Conn's Inc,CN4.GTX,CN4,CONN.OQ,CONN,NASDAQ/NGS (GLOBAL SELECT MARKET),0.19170116176,Consumer Cyclicals
1676,US69002R1032,Outbrain Inc,852.GTX,852,OB.OQ,OB,NASDAQ/NGS (GLOBAL SELECT MARKET),0.20735051592,Technology
1677,US5560991094,MacroGenics Inc,M55.GTX,M55,MGNX.OQ,MGNX,NASDAQ/NGS (GLOBAL SELECT MARKET),0.1849909579,Healthcare
1678,US00973N1028,Akoustis Technologies Inc,AVHG.GTX,AVH,AKTS.OQ,AKTS,NASDAQ CAPITAL MARKET,0.17619046676,Technology
1679,US92747V1061,Vintage Wine Estates Inc,8HQ.GTX,8HQ,VWE.OQ,VWE,NASDAQ/NMS (GLOBAL MARKET),0.1819886093,Consumer Non-Cyclicals
1680,US03528H1095,Anixa Biosciences Inc,CY71.GTX,CY71,ANIX.OQ,ANIX,NASDAQ CAPITAL MARKET,0.1870363212,Healthcare
1681,US4525211078,Immersion Corp,IMMR.GTX,IMV,IMMR.OQ,IMMR,NASDAQ/NGS (GLOBAL SELECT MARKET),0.18231002912,Technology
1682,US1281261099,CalAmp Corp,CAMP.GTX,CF3,CAMP.OQ,CAMP,NASDAQ/NGS (GLOBAL SELECT MARKET),0.17608685942,Technology
1683,CA05475P1099,Ayr Wellness Inc,3KJB.GTX,3KJB,AYRa.CD,AYR.A,CANADIAN NATIONAL STOCK EXCHANGE,0.230248327037879,Healthcare
1684,US17322U2078,Citius Pharmaceuticals Inc,47N.GTX,47N,CTXR.OQ,CTXR,NASDAQ CAPITAL MARKET,0.1709716671,Healthcare
1685,US08975B1098,BigBear.ai Holdings Inc,28K1.GTX,28K1,BBAI.N,BBAI,"NEW YORK STOCK EXCHANGE, INC.",0.1704587814,Technology
1686,US16934W1062,Chimerix Inc,CXF.GTX,CXF,CMRX.OQ,CMRX,NASDAQ/NMS (GLOBAL MARKET),0.1664834207,Healthcare
1687,CA4078911001,Hamilton Thorne Ltd,0ZM.GTX,0ZM,HTL.V,HTL,TSX VENTURE EXCHANGE,0.23395144626,Healthcare
1688,US56155L1089,Mammoth Energy Services Inc,5M8.GTX,5M8,TUSK.OQ,TUSK,NASDAQ/NGS (GLOBAL SELECT MARKET),0.1457217916,Energy
1689,US92765F1084,Viracta Therapeutics Inc,RYIG.GTX,RYI,VIRX.OQ,VIRX,NASDAQ/NGS (GLOBAL SELECT MARKET),0.1615003847,Healthcare
1690,US8485601087,Spire Global Inc,43J.GTX,43J,SPIR.N,SPIR,"NEW YORK STOCK EXCHANGE, INC.",0.1717075228,Technology
1691,US88339P1012,RealReal Inc,6RR.GTX,6RR,REAL.OQ,REAL,NASDAQ/NGS (GLOBAL SELECT MARKET),0.15572536705,Consumer Cyclicals
1692,US69181V1070,Oxford Square Capital Corp,22T.GTX,22T,OXSQ.OQ,OXSQ,NASDAQ/NGS (GLOBAL SELECT MARKET),0.1627196472,Financials
1693,US04216R1023,Armata Pharmaceuticals Inc,TG1N.GTX,TG1N,ARMP.A,ARMP,NYSE MKT LLC,0.17689,Healthcare
1694,US46620W2017,JJill Inc,1MJ1.GTX,1MJ1,JILL.N,JILL,"NEW YORK STOCK EXCHANGE, INC.",0.16653695064,Consumer Cyclicals
1695,US8051111016,Savara Inc,YB4P.GTX,YB4P,SVRA.OQ,SVRA,NASDAQ/NGS (GLOBAL SELECT MARKET),0.16764268374,Healthcare
1696,US1894641000,Clovis Oncology Inc,C6OV.GTX,C6O,CLVS.OQ,CLVS,NASDAQ/NGS (GLOBAL SELECT MARKET),0.1704866537,Healthcare
1697,US7745151008,Rocky Brands Inc,RCKY.GTX,RCK,RCKY.OQ,RCKY,NASDAQ/NGS (GLOBAL SELECT MARKET),0.163410660875,Consumer Cyclicals
1698,US09523Q2003,Blue Apron Holdings Inc,13WA.GTX,13WA,APRN.N,APRN,"NEW YORK STOCK EXCHANGE, INC.",0.14996958337,Consumer Non-Cyclicals
1699,US17306X1028,Citi Trends Inc,CTRN.GTX,WW2,CTRN.OQ,CTRN,NASDAQ/NGS (GLOBAL SELECT MARKET),0.15015906304,Consumer Cyclicals
1700,US5768101058,Matinas BioPharma Holdings Inc,6LJ.GTX,6LJ,MTNB.A,MTNB,NYSE MKT LLC,0.14746787768,Healthcare
1701,US74019P1084,Precision BioSciences Inc,PBS.GTX,PBS,DTIL.OQ,DTIL,NASDAQ/NGS (GLOBAL SELECT MARKET),0.14073887016,Healthcare
1702,US8321542073,Smith Micro Software Inc,SS91.GTX,SS91,SMSI.OQ,SMSI,NASDAQ CAPITAL MARKET,0.1417100076,Technology
1703,US28238P1093,eHealth Inc,M5V.GTX,M5V,EHTH.OQ,EHTH,NASDAQ/NGS (GLOBAL SELECT MARKET),0.13301499448,Financials
1704,US38068T1051,Gold Resource Corp,GORO.GTX,GIH,GORO.A,GORO,NYSE MKT LLC,0.14669866872,Basic Materials
1705,US10501E2019,Brainstorm Cell Therapeutics Inc,GHDN.GTX,GHDN,BCLI.OQ,BCLI,NASDAQ CAPITAL MARKET,0.149593338,Healthcare
1706,US71535D1063,Personalis Inc,04X.GTX,04X,PSNL.OQ,PSNL,NASDAQ/NMS (GLOBAL MARKET),0.14142863812,Healthcare
1707,US85916J4094,Stereotaxis Inc,RJR1.GTX,RJR1,STXS.A,STXS,NYSE MKT LLC,0.1421011406,Healthcare
1708,US05351X1019,Avaya Holdings Corp,1KU.GTX,1KU,AVYA.N,AVYA,"NEW YORK STOCK EXCHANGE, INC.",0.14156054154,Technology
1709,CA7142661031,Perpetua Resources Corp,9MIB.GTX,9MIB,PPTA.TO,PPTA,TORONTO STOCK EXCHANGE,0.1930721032575,Basic Materials
1710,US4811161011,Jounce Therapeutics Inc,21J.GTX,21J,JNCE.OQ,JNCE,NASDAQ/NGS (GLOBAL SELECT MARKET),0.14629469071,Healthcare
1711,US86887Q1094,SuRo Capital Corp,0GV.GTX,0GV,SSSS.OQ,SSSS,NASDAQ/NGS (GLOBAL SELECT MARKET),0.13828285272,Financials
1712,US1404752032,Sonida Senior Living Inc,13C0.GTX,13C0,SNDA.N,SNDA,"NEW YORK STOCK EXCHANGE, INC.",0.14159295322,Healthcare
1713,US92511W1080,Verrica Pharmaceuticals Inc,1NE.GTX,1NE,VRCA.OQ,VRCA,NASDAQ/NMS (GLOBAL MARKET),0.12574780218,Healthcare
1714,US0323325045,Amtech Systems Inc,ASYS.GTX,AS3,ASYS.OQ,ASYS,NASDAQ/NGS (GLOBAL SELECT MARKET),0.13417066698,Technology
1715,US9837FR1002,XL Fleet Corp,XLFG.GTX,XLF,XL.N,XL,"NEW YORK STOCK EXCHANGE, INC.",0.1298283160641,Consumer Cyclicals
1716,US7479065010,Quantum Corp,QNT2.GTX,QNT2,QMCO.OQ,QMCO,NASDAQ/NMS (GLOBAL MARKET),0.13757473408,Technology
1717,US87241J1043,TFF Pharmaceuticals Inc,0K3.GTX,0K3,TFFP.OQ,TFFP,NASDAQ/NMS (GLOBAL MARKET),0.13588118076,Healthcare
1718,US68622P1093,Oric Pharmaceuticals Inc,4TZ.GTX,4TZ,ORIC.OQ,ORIC,NASDAQ/NGS (GLOBAL SELECT MARKET),0.13856852412,Healthcare
1719,US0301112076,American Superconductor Corp,AMS1.GTX,AMS1,AMSC.OQ,AMSC,NASDAQ/NGS (GLOBAL SELECT MARKET),0.13311834288,Industrials
1720,US53228T1016,Lightning eMotors Inc,9LK1.GTX,9LK1,ZEV.N,ZEV,"NEW YORK STOCK EXCHANGE, INC.",0.13513593392,Industrials
1721,US14070B3096,Capricor Therapeutics Inc,4LN2.GTX,4LN2,CAPR.OQ,CAPR,NASDAQ CAPITAL MARKET,0.13244350752,Healthcare
1722,US6904691010,Ovid Therapeutics Inc,1OT.GTX,1OT,OVID.OQ,OVID,NASDAQ/NGS (GLOBAL SELECT MARKET),0.13520522496,Healthcare
1723,US86738R1086,Sunhydrogen Inc,1H3.GTX,1H3,HYSR.PK,HYSR,OTC MARKETS,0.12815247438,Energy
1724,US92854B1098,Vivani Medical Inc,U5P.GTX,U5P,VANI.OQ,VANI,NASDAQ CAPITAL MARKET,0.13036666553,Healthcare
1725,US34984V2097,Forum Energy Technologies Inc,1FE1.GTX,1FE1,FET.N,FET,"NEW YORK STOCK EXCHANGE, INC.",0.12752269488,Energy
1726,GB00BF3DT583,Polarean Imaging PLC,8ZF.GTX,8ZF,POLX.L,POLX,LONDON STOCK EXCHANGE,0.103328041865,Healthcare
1727,US07373B1098,Beam Global,16NA.GTX,16NA,BEEM.OQ,BEEM,NASDAQ CAPITAL MARKET,0.1350377483,Energy
1728,US6993743029,Paratek Pharmaceuticals Inc,N4CN.GTX,N4CN,PRTK.OQ,PRTK,NASDAQ/NMS (GLOBAL MARKET),0.1289268797,Healthcare
1729,US30041T1043,Everspin Technologies Inc,E5N.GTX,E5N,MRAM.OQ,MRAM,NASDAQ/NMS (GLOBAL MARKET),0.1240049715,Technology
1730,US9004502061,Turtle Beach Corp,0P15.GTX,0P1A,HEAR.OQ,HEAR,NASDAQ/NMS (GLOBAL MARKET),0.12642690645,Technology
1731,US0012285013,AG Mortgage Investment Trust Inc,8AGA.GTX,8AGA,MITT.N,MITT,"NEW YORK STOCK EXCHANGE, INC.",0.1237614015,Real Estate
1732,US90338N2027,US Xpress Enterprises Inc,7S3.GTX,7S3,USX.N,USX,"NEW YORK STOCK EXCHANGE, INC.",0.13176708864,Industrials
1733,US71948P1003,Phunware Inc,2RJ.GTX,2RJ,PHUN.OQ,PHUN,NASDAQ CAPITAL MARKET,0.1131492291,Technology
1734,US03615A1088,Annovis Bio Inc,07X.GTX,07X,ANVS.N,ANVS,"NEW YORK STOCK EXCHANGE, INC.",0.11747885197,Healthcare
1735,US21900C3088,CorMedix Inc,19KA.GTX,19KA,CRMD.OQ,CRMD,NASDAQ/NMS (GLOBAL MARKET),0.1215642195,Healthcare
